Ticker,AAPL,MSFT,AMZN,GOOGL,META,NVDA,TSLA,BRK-B,JPM,JNJ,V,PG,UNH,HD,MA,DIS,ADBE,CRM,NFLX,PFE,KO,PEP,CSCO,XOM,WMT
V,0.06589796726347714,0.0655417519917489,0.04980094058836451,0.061071303147390864,0.0670302137055035,0.09027116443414346,0.0773452406066446,0.04957941370645998,0.06624461639345057,0.030356894109387925,0.09194987617309282,0.03321490276082892,0.0520336207443706,0.05510367871115691,0.09531771443621724,0.06672613061943071,0.06996138995824941,0.06915803836851078,0.04905868560576098,0.033848892946359434,0.0407900025747376,0.039427239777558014,0.05297916154507766,0.053834220363617354,0.0221985551122694
PG,0.03637538851439919,0.03716212297484256,0.024152533077882427,0.03054554450447559,0.02970036257872201,0.040169616251826294,0.02129897264989846,0.028262736880381348,0.03150346389830824,0.029385373057353326,0.03321490276082892,0.05033290981181219,0.034653842738036775,0.03508063575322005,0.03657688007661264,0.028513286625717053,0.03475500383016266,0.02952692060446629,0.022921163664316062,0.02741773838230105,0.03348923215399872,0.039601251036453844,0.03623459397607183,0.020680205026581373,0.028313588283899717
UNH,0.05324166435746237,0.0536951004297912,0.035727584701592166,0.0487060335377793,0.046380809238893206,0.06898853160061642,0.04956231116611854,0.04379306231217063,0.055432513707748675,0.035488317019325956,0.0520336207443706,0.034653842738036775,0.09804262654506743,0.05176903594581091,0.05572999043364789,0.04119117725486687,0.049135724456094355,0.0465009390303204,0.03670031356735494,0.03715841226901696,0.03605087479810443,0.04135431764391388,0.04552172704158113,0.04613070600664795,0.0252996369750121
HD,0.06303308783542551,0.06365209273715822,0.050503305216987475,0.05581617121349805,0.06496475876876137,0.09130359508092875,0.07294150476267938,0.044490948424770714,0.058267041897110496,0.027962545808041722,0.05510367871115691,0.03508063575322005,0.05176903594581091,0.09278186170786502,0.05990938472694984,0.055477324043040656,0.06836905109863674,0.06421096770935632,0.05157710792701656,0.029924682146832537,0.036473313402866345,0.04499680376254198,0.05079107278722432,0.040352088265536684,0.03156462002127192
MA,0.07456449357167982,0.0743884658207805,0.05870411397579961,0.06947220158328567,0.07839108297642694,0.10244357455662928,0.08655423699579395,0.054374611052015326,0.07337603768769238,0.032621226745782564,0.09531771443621724,0.03657688007661264,0.05572999043364789,0.05990938472694984,0.11710981055970178,0.07796476366905217,0.07802998191757266,0.07866859818151195,0.05522148776240575,0.03675833021665422,0.04645123771821524,0.04365145992466368,0.05988830160437056,0.06165567769795843,0.024325111597830337
DIS,0.058928800411478244,0.058848344230555974,0.05557882951418667,0.06008173074386895,0.0672576805332484,0.08242417877296872,0.0761686423754445,0.051124376539904606,0.0740451794730032,0.0248817336675705,0.06672613061943071,0.028513286625717053,0.04119117725486687,0.055477324043040656,0.07796476366905217,0.12223312553224296,0.05986105186350552,0.06302376499914221,0.06406139868768748,0.025656809085017586,0.04000458910604051,0.03570003249448475,0.054258725678328165,0.060662081895611224,0.02251126074860536
ADBE,0.09138256771352816,0.09732417472982573,0.08991235972811232,0.08675288061311211,0.1066947552877447,0.14011048121641523,0.11898353705917832,0.042354293711875816,0.04930887881917019,0.02605859059868343,0.06996138995824941,0.03475500383016266,0.049135724456094355,0.06836905109863674,0.07802998191757266,0.05986105186350552,0.14590887625357538,0.11287384027081945,0.10031433617740008,0.029911612381846437,0.0337895046539317,0.04394673405665191,0.060894533454662045,0.033555707720926656,0.032473090118374376
CRM,0.08331948898199738,0.09030502758900372,0.08774525157300955,0.08104379043806548,0.10334754727683891,0.1316446724714364,0.12516507545226216,0.043576347852871615,0.05393423680262992,0.02464065932428999,0.06915803836851078,0.02952692060446629,0.0465009390303204,0.06421096770935632,0.07866859818151195,0.06302376499914221,0.11287384027081945,0.16048262853979398,0.10009643203676291,0.026587784074712368,0.03184858252671722,0.03901233194113252,0.05644023773227059,0.03955059185409652,0.028652345544380464
NFLX,0.07925832430577692,0.07748737199147286,0.10196538367068511,0.07702668635318635,0.11788349077825526,0.13068943450813814,0.1293949240133087,0.030897863388848944,0.03614920618146531,0.01948853339061891,0.04905868560576098,0.022921163664316062,0.03670031356735494,0.05157710792701656,0.05522148776240575,0.06406139868768748,0.10031433617740008,0.10009643203676291,0.24867392636035807,0.0216579017699874,0.01763096249736161,0.02993134626173162,0.042176497625216997,0.023328518681973318,0.027626331785864353
PFE,0.03277702652500043,0.032956292176598345,0.021879168592707023,0.029568175313289192,0.03037766453793115,0.038735994308445154,0.020191465875362382,0.029921107039156174,0.035858115407541885,0.03128724094310409,0.033848892946359434,0.02741773838230105,0.03715841226901696,0.029924682146832537,0.03675833021665422,0.025656809085017586,0.029911612381846437,0.026587784074712368,0.0216579017699874,0.07587558069459768,0.028058229899299174,0.030587369052619596,0.03568337220549954,0.028698445967795465,0.018737506384643953
KO,0.036433440861279365,0.03562648768842002,0.022735012550511986,0.032943057088636214,0.02846091286535439,0.03744729616526148,0.0318382949192191,0.035549462408843574,0.044536544359861534,0.02727767439300451,0.0407900025747376,0.03348923215399872,0.03605087479810443,0.036473313402866345,0.04645123771821524,0.04000458910604051,0.0337895046539317,0.03184858252671722,0.01763096249736161,0.028058229899299174,0.0532432973627215,0.04043954625342485,0.03443049838945493,0.03733445171942878,0.02132747239569705
PEP,0.04488354724920789,0.04451546456410836,0.03120007312074384,0.03753433374871358,0.037746185999992125,0.05117858021921126,0.03506449812871014,0.03343119259039906,0.03929566534480181,0.030489803310916795,0.039427239777558014,0.039601251036453844,0.04135431764391388,0.04499680376254198,0.04365145992466368,0.03570003249448475,0.04394673405665191,0.03901233194113252,0.02993134626173162,0.030587369052619596,0.04043954625342485,0.05338523652299346,0.04023078619642633,0.031230524456250516,0.030437065125687335
CSCO,0.062355736121429174,0.05968970055903952,0.04636918271190536,0.053700087903377436,0.057301064973563326,0.08137805881124689,0.05603491487500175,0.0436523480286851,0.055050031470383474,0.033153371259962726,0.05297916154507766,0.03623459397607183,0.04552172704158113,0.05079107278722432,0.05988830160437056,0.054258725678328165,0.060894533454662045,0.05644023773227059,0.042176497625216997,0.03568337220549954,0.03443049838945493,0.04023078619642633,0.09059141264787288,0.04600525690170793,0.027851699343452697
XOM,0.04302460028089468,0.03869428497275122,0.02734998843424681,0.043010904958063784,0.03714564666252518,0.05657091066337484,0.04827954696087929,0.053420311612446175,0.07620779474496227,0.02470076058487988,0.053834220363617354,0.020680205026581373,0.04613070600664795,0.040352088265536684,0.06165567769795843,0.060662081895611224,0.033555707720926656,0.03955059185409652,0.023328518681973318,0.028698445967795465,0.03733445171942878,0.031230524456250516,0.04600525690170793,0.1311618516123236,0.017535517280397723
WMT,0.032301600538467486,0.03248349859429582,0.027752105979757764,0.02678627861213688,0.026865952615727554,0.04014340471340806,0.02402614796968897,0.022444194105652973,0.02211431157366726,0.020697364339632884,0.0221985551122694,0.028313588283899717,0.0252996369750121,0.03156462002127192,0.024325111597830337,0.02251126074860536,0.032473090118374376,0.028652345544380464,0.027626331785864353,0.018737506384643953,0.02132747239569705,0.030437065125687335,0.027851699343452697,0.017535517280397723,0.05476346705040188
