seed,solver,iteration,cost
42,xy_qaoa_regularized_alpha_0.1,29,-8.495809296779962
42,xy_qaoa_regularized_alpha_0.1,30,-8.498162731472457
42,xy_qaoa_regularized_alpha_0.1,31,-8.496595682246072
42,xy_qaoa_regularized_alpha_0.1,32,-8.496580424773367
42,xy_qaoa_regularized_alpha_0.1,33,-8.495556540135542
42,xy_qaoa_regularized_alpha_0.1,34,-8.496707869494706
42,xy_qaoa_regularized_alpha_0.1,35,-8.495648384796088
42,xy_qaoa_regularized_alpha_0.1,36,-8.495996592909405
42,xy_qaoa_regularized_alpha_0.1,37,-8.495087375214812
42,xy_qaoa_regularized_alpha_0.1,38,-8.496580756924805
42,xy_qaoa_regularized_alpha_0.1,39,-8.495108605897437
42,xy_qaoa_regularized_alpha_0.1,40,-8.496418892339483
42,xy_qaoa_regularized_alpha_0.1,41,-8.496625009861548
42,xy_qaoa_regularized_alpha_0.1,42,-8.495325332941514
42,xy_qaoa_regularized_alpha_0.1,43,-8.495698031970516
42,xy_qaoa_regularized_alpha_0.1,44,-8.497907975857675
42,xy_qaoa_regularized_alpha_0.1,45,-8.49603827193652
42,xy_qaoa_regularized_alpha_0.1,46,-8.498718606721761
42,xy_qaoa_regularized_alpha_0.1,47,-8.495399542576978
42,xy_qaoa_regularized_alpha_0.1,48,-8.495402013932544
42,xy_qaoa_regularized_alpha_0.1,49,-8.495190176577445
42,xy_qaoa_regularized_alpha_0.0,0,-8.494511663024284
42,xy_qaoa_regularized_alpha_0.0,1,-8.480125935187461
42,xy_qaoa_regularized_alpha_0.0,2,-8.460455498847951
42,xy_qaoa_regularized_alpha_0.0,3,-8.441634322490094
42,xy_qaoa_regularized_alpha_0.0,4,-8.427838072581917
42,xy_qaoa_regularized_alpha_0.0,5,-8.41894007939846
42,xy_qaoa_regularized_alpha_0.0,6,-8.412511911857395
42,xy_qaoa_regularized_alpha_0.0,7,-8.412030095105733
42,xy_qaoa_regularized_alpha_0.0,8,-8.413740387042342
42,xy_qaoa_regularized_alpha_0.0,9,-8.415270979989605
42,xy_qaoa_regularized_alpha_0.0,10,-8.493755959189633
42,xy_qaoa_regularized_alpha_0.0,11,-8.494467024463766
42,xy_qaoa_regularized_alpha_0.0,12,-8.493439721829253
42,xy_qaoa_regularized_alpha_0.0,13,-8.431377356262011
42,xy_qaoa_regularized_alpha_0.0,14,-8.424272268786181
42,xy_qaoa_regularized_alpha_0.0,15,-8.346913658025477
42,xy_qaoa_regularized_alpha_0.0,16,-8.427650163155654
42,xy_qaoa_regularized_alpha_0.0,17,-8.475798516943065
42,xy_qaoa_regularized_alpha_0.0,18,-8.4911466253247
42,xy_qaoa_regularized_alpha_0.0,19,-8.483366682275626
42,xy_qaoa_regularized_alpha_0.0,20,-8.492235671663025
42,xy_qaoa_regularized_alpha_0.0,21,-8.492056811111716
42,xy_qaoa_regularized_alpha_0.0,22,-8.496718052446761
42,xy_qaoa_regularized_alpha_0.0,23,-8.488217018888255
42,xy_qaoa_regularized_alpha_0.0,24,-8.497152577252333
42,xy_qaoa_regularized_alpha_0.0,25,-8.496553063899874
42,xy_qaoa_regularized_alpha_0.0,26,-8.497202328214701
42,xy_qaoa_regularized_alpha_0.0,27,-8.497201493857588
42,xy_qaoa_regularized_alpha_0.0,28,-8.49737818697925
42,xy_qaoa_regularized_alpha_0.0,29,-8.498791646858805
42,xy_qaoa_regularized_alpha_0.0,30,-8.497314868424224
42,xy_qaoa_regularized_alpha_0.0,31,-8.499183525676472
42,xy_qaoa_regularized_alpha_0.0,32,-8.497059389970744
42,xy_qaoa_regularized_alpha_0.0,33,-8.498149465217729
42,xy_qaoa_regularized_alpha_0.0,34,-8.49608092870992
42,xy_qaoa_regularized_alpha_0.0,35,-8.497739117053454
42,xy_qaoa_regularized_alpha_0.0,36,-8.499599323418083
42,xy_qaoa_regularized_alpha_0.0,37,-8.499936284840107
42,xy_qaoa_regularized_alpha_0.0,38,-8.498070032560054
42,xy_qaoa_regularized_alpha_0.0,39,-8.498970240910797
42,xy_qaoa_regularized_alpha_0.0,40,-8.497027658021569
42,xy_qaoa_regularized_alpha_0.0,41,-8.497669673559919
42,xy_qaoa_regularized_alpha_0.0,42,-8.496438222952458
42,xy_qaoa_regularized_alpha_0.0,43,-8.497861503176296
42,xy_qaoa_regularized_alpha_0.0,44,-8.499143896736465
42,xy_qaoa_regularized_alpha_0.0,45,-8.496398704225891
42,xy_qaoa_regularized_alpha_0.0,46,-8.498148252920474
42,xy_qaoa_regularized_alpha_0.0,47,-8.498843134469665
42,xy_qaoa_regularized_alpha_0.0,48,-8.498137216269534
42,xy_qaoa_regularized_alpha_0.0,49,-8.496929738292796
42,xy_qaoa_regularized_alpha_0.0,50,-8.497534770660355
42,xy_qaoa_regularized_alpha_0.0,51,-8.498009733857984
42,xy_qaoa_regularized_alpha_1.0,0,-8.492099072661727
42,xy_qaoa_regularized_alpha_1.0,1,-8.47951644471636
42,xy_qaoa_regularized_alpha_1.0,2,-8.460629122609326
42,xy_qaoa_regularized_alpha_1.0,3,-8.44121105004935
42,xy_qaoa_regularized_alpha_1.0,4,-8.426766012496723
42,xy_qaoa_regularized_alpha_1.0,5,-8.415877398872329
42,xy_qaoa_regularized_alpha_1.0,6,-8.40967158571128
42,xy_qaoa_regularized_alpha_1.0,7,-8.412200758489004
42,xy_qaoa_regularized_alpha_1.0,8,-8.413378786640665
42,xy_qaoa_regularized_alpha_1.0,9,-8.415096648855858
42,xy_qaoa_regularized_alpha_1.0,10,-8.492855833650978
42,xy_qaoa_regularized_alpha_1.0,11,-7.492483812369521
42,xy_qaoa_regularized_alpha_1.0,12,-7.492664467948957
42,xy_qaoa_regularized_alpha_1.0,13,-7.432438927921172
42,xy_qaoa_regularized_alpha_1.0,14,-7.423239338794154
42,xy_qaoa_regularized_alpha_1.0,15,-7.40574677388558
42,xy_qaoa_regularized_alpha_1.0,16,-8.178901737024923
42,xy_qaoa_regularized_alpha_1.0,17,-8.42505856745335
42,xy_qaoa_regularized_alpha_1.0,18,-8.486667795301202
42,xy_qaoa_regularized_alpha_1.0,19,-8.480296019043305
42,xy_qaoa_regularized_alpha_1.0,20,-8.492662763490234
42,xy_qaoa_regularized_alpha_1.0,21,-8.476734034093328
42,xy_qaoa_regularized_alpha_1.0,22,-8.487453676411276
42,xy_qaoa_regularized_alpha_1.0,23,-8.485983259547336
42,xy_qaoa_regularized_alpha_1.0,24,-8.494804809514669
42,xy_qaoa_regularized_alpha_1.0,25,-8.489811885903205
42,xy_qaoa_regularized_alpha_1.0,26,-8.492601442377405
42,xy_qaoa_regularized_alpha_1.0,27,-8.493658310833498
42,xy_qaoa_regularized_alpha_1.0,28,-8.493232437324808
42,xy_qaoa_regularized_alpha_1.0,29,-8.493075434052445
42,xy_qaoa_regularized_alpha_1.0,30,-8.492448079041289
42,xy_qaoa_regularized_alpha_1.0,31,-8.491243893843164
42,xy_qaoa_regularized_alpha_1.0,32,-8.494694561936955
42,xy_qaoa_regularized_alpha_1.0,33,-8.492882369251781
42,xy_qaoa_regularized_alpha_1.0,34,-8.493087073892081
42,xy_qaoa_regularized_alpha_1.0,35,-8.492959882858294
42,xy_qaoa_regularized_alpha_1.0,36,-8.492546515832768
42,xy_qaoa_regularized_alpha_1.0,37,-8.493801204889595
42,xy_qaoa_regularized_alpha_1.0,38,-8.491527399666296
42,xy_qaoa_regularized_alpha_1.0,39,-8.491799729932506
42,xy_qaoa_regularized_alpha_1.0,40,-8.493683411806172
42,xy_qaoa_regularized_alpha_1.0,41,-8.493161511597147
42,xy_qaoa_regularized_alpha_1.0,42,-8.493123793578471
42,xy_qaoa_regularized_alpha_1.0,43,-8.49331760088183
42,xy_qaoa_regularized_alpha_1.0,44,-8.493701302093529
42,xy_qaoa_regularized_alpha_1.0,45,-8.492862436383994
43,xy_qaoa_normal,0,-8.493797059369134
43,xy_qaoa_normal,1,-8.47936252138679
43,xy_qaoa_normal,2,-8.463238139176061
43,xy_qaoa_normal,3,-8.445182937410618
43,xy_qaoa_normal,4,-8.426770411727013
43,xy_qaoa_normal,5,-8.41821636481107
43,xy_qaoa_normal,6,-8.414746814903785
43,xy_qaoa_normal,7,-8.410022318180127
43,xy_qaoa_normal,8,-8.412952121503203
43,xy_qaoa_normal,9,-8.416816157554615
43,xy_qaoa_normal,10,-8.439496970548603
43,xy_qaoa_normal,11,-8.44237473334226
43,xy_qaoa_normal,12,-8.438446406212064
43,xy_qaoa_normal,13,-8.395685813793579
43,xy_qaoa_normal,14,-8.455061353957838
43,xy_qaoa_normal,15,-8.422024395778012
43,xy_qaoa_normal,16,-8.460718497633145
43,xy_qaoa_normal,17,-8.405490934006647
43,xy_qaoa_normal,18,-8.461051105298173
43,xy_qaoa_normal,19,-8.455510386627182
43,xy_qaoa_normal,20,-8.458083322426344
43,xy_qaoa_normal,21,-8.48597751617324
43,xy_qaoa_normal,22,-8.49233100805024
43,xy_qaoa_normal,23,-8.48621425108632
43,xy_qaoa_normal,24,-8.490340591251938
43,xy_qaoa_normal,25,-8.487720495445865
43,xy_qaoa_normal,26,-8.48312875414126
43,xy_qaoa_normal,27,-8.488767224138627
43,xy_qaoa_normal,28,-8.492070283617103
43,xy_qaoa_normal,29,-8.491662725842684
43,xy_qaoa_normal,30,-8.491411383010785
43,xy_qaoa_normal,31,-8.489361567220097
43,xy_qaoa_normal,32,-8.488504907289721
43,xy_qaoa_normal,33,-8.49122591093773
43,xy_qaoa_normal,34,-8.490826413645797
43,xy_qaoa_normal,35,-8.489686028651837
43,xy_qaoa_normal,36,-8.49070654515043
43,xy_qaoa_normal,37,-8.49041030166633
43,xy_qaoa_normal,38,-8.489945105954371
43,xy_qaoa_normal,39,-8.492482164706214
43,xy_qaoa_normal,40,-8.490983478930763
43,xy_qaoa_normal,41,-8.489742823495522
43,xy_qaoa_normal,42,-8.488339798803773
43,xy_qaoa_normal,43,-8.490357593022695
43,xy_qaoa_normal,44,-8.488584697230571
43,xy_qaoa_normal,45,-8.490339072685426
43,xy_qaoa_normal,46,-8.490749990172048
43,xy_qaoa_normal,47,-8.490783371293247
43,xy_qaoa_regularized_alpha_0.1,0,-8.493847338887257
43,xy_qaoa_regularized_alpha_0.1,1,-8.479922852955399
43,xy_qaoa_regularized_alpha_0.1,2,-8.463929477626058
43,xy_qaoa_regularized_alpha_0.1,3,-8.440480567162599
43,xy_qaoa_regularized_alpha_0.1,4,-8.428215842446894
43,xy_qaoa_regularized_alpha_0.1,5,-8.41696865042359
43,xy_qaoa_regularized_alpha_0.1,6,-8.40892843012534
43,xy_qaoa_regularized_alpha_0.1,7,-8.411407734148494
43,xy_qaoa_regularized_alpha_0.1,8,-8.411612233332558
43,xy_qaoa_regularized_alpha_0.1,9,-8.419237860747014
43,xy_qaoa_regularized_alpha_0.1,10,-8.493266471337064
43,xy_qaoa_regularized_alpha_0.1,11,-8.39265191495844
43,xy_qaoa_regularized_alpha_0.1,12,-8.393952771579968
43,xy_qaoa_regularized_alpha_0.1,13,-8.332952374963599
43,xy_qaoa_regularized_alpha_0.1,14,-8.323748634792453
43,xy_qaoa_regularized_alpha_0.1,15,-8.28149628764335
43,xy_qaoa_regularized_alpha_0.1,16,-8.406425359192966
43,xy_qaoa_regularized_alpha_0.1,17,-8.472455324339277
43,xy_qaoa_regularized_alpha_0.1,18,-8.489183037374964
43,xy_qaoa_regularized_alpha_0.1,19,-8.48675062167677
43,xy_qaoa_regularized_alpha_0.1,20,-8.492848881396567
43,xy_qaoa_regularized_alpha_0.1,21,-8.490859493922686
43,xy_qaoa_regularized_alpha_0.1,22,-8.496229485726237
43,xy_qaoa_regularized_alpha_0.1,23,-8.482011972787024
43,xy_qaoa_regularized_alpha_0.1,24,-8.49557483915785
43,xy_qaoa_regularized_alpha_0.1,25,-8.495854944006938
43,xy_qaoa_regularized_alpha_0.1,26,-8.495284757219908
43,xy_qaoa_regularized_alpha_0.1,27,-8.497123292421062
43,xy_qaoa_regularized_alpha_0.1,28,-8.4957037751469
43,xy_qaoa_regularized_alpha_0.1,29,-8.495955623644207
43,xy_qaoa_regularized_alpha_0.1,30,-8.495838681144463
43,xy_qaoa_regularized_alpha_0.1,31,-8.496286274459788
43,xy_qaoa_regularized_alpha_0.1,32,-8.495030725127068
43,xy_qaoa_regularized_alpha_0.1,33,-8.495041409015373
43,xy_qaoa_regularized_alpha_0.1,34,-8.497236496985101
43,xy_qaoa_regularized_alpha_0.1,35,-8.493537666082393
43,xy_qaoa_regularized_alpha_0.1,36,-8.495934672231408
43,xy_qaoa_regularized_alpha_0.1,37,-8.497120884205215
43,xy_qaoa_regularized_alpha_0.1,38,-8.496200211932377
43,xy_qaoa_regularized_alpha_0.1,39,-8.496473463220754
43,xy_qaoa_regularized_alpha_0.1,40,-8.49649474636698
43,xy_qaoa_regularized_alpha_0.1,41,-8.497841139152891
43,xy_qaoa_regularized_alpha_0.1,42,-8.497722036871933
43,xy_qaoa_regularized_alpha_0.1,43,-8.4944097431896
43,xy_qaoa_regularized_alpha_0.1,44,-8.49748981438682
43,xy_qaoa_regularized_alpha_0.1,45,-8.496318009243433
43,xy_qaoa_regularized_alpha_0.1,46,-8.496794005997915
43,xy_qaoa_regularized_alpha_0.1,47,-8.495581267700356
43,xy_qaoa_regularized_alpha_0.1,48,-8.49569923394
43,xy_qaoa_regularized_alpha_0.0,0,-8.492137384890253
43,xy_qaoa_regularized_alpha_0.0,1,-8.479469714989877
43,xy_qaoa_regularized_alpha_0.0,2,-8.461294213806891
43,xy_qaoa_regularized_alpha_0.0,3,-8.439589075398112
43,xy_qaoa_regularized_alpha_0.0,4,-8.429120902985243
43,xy_qaoa_regularized_alpha_0.0,5,-8.415701401032816
43,xy_qaoa_regularized_alpha_0.0,6,-8.411229986495002
43,xy_qaoa_regularized_alpha_0.0,7,-8.412805039453339
43,xy_qaoa_regularized_alpha_0.0,8,-8.413901361895622
43,xy_qaoa_regularized_alpha_0.0,9,-8.41798404130965
43,xy_qaoa_regularized_alpha_0.0,10,-8.493053919877081
43,xy_qaoa_regularized_alpha_0.0,11,-8.495121563518419
43,xy_qaoa_regularized_alpha_0.0,12,-8.49260864230411
43,xy_qaoa_regularized_alpha_0.0,13,-8.43007743854709
43,xy_qaoa_regularized_alpha_0.0,14,-8.42429534561705
43,xy_qaoa_regularized_alpha_0.0,15,-8.346779958821497
43,xy_qaoa_regularized_alpha_0.0,16,-8.430438682662114
43,xy_qaoa_regularized_alpha_0.0,17,-8.474445826962086
43,xy_qaoa_regularized_alpha_0.0,18,-8.49334785472305
43,xy_qaoa_regularized_alpha_0.0,19,-8.484419506178874
43,xy_qaoa_regularized_alpha_0.0,20,-8.493414661279461
43,xy_qaoa_regularized_alpha_0.0,21,-8.491626388182972
43,xy_qaoa_regularized_alpha_0.0,22,-8.497093308777423
43,xy_qaoa_regularized_alpha_0.0,23,-8.488791141451426
43,xy_qaoa_regularized_alpha_0.0,24,-8.498361094554562
43,xy_qaoa_regularized_alpha_0.0,25,-8.496276796729417
43,xy_qaoa_regularized_alpha_0.0,26,-8.49685299062572
43,xy_qaoa_regularized_alpha_0.0,27,-8.497347622002799
43,xy_qaoa_regularized_alpha_0.0,28,-8.499328938417454
43,xy_qaoa_regularized_alpha_0.0,29,-8.497022247678656
43,xy_qaoa_regularized_alpha_0.0,30,-8.4966967469329
43,xy_qaoa_regularized_alpha_0.0,31,-8.496744099239624
43,xy_qaoa_regularized_alpha_0.0,32,-8.497817728310151
43,xy_qaoa_regularized_alpha_0.0,33,-8.497286627590457
43,xy_qaoa_regularized_alpha_0.0,34,-8.497951003957091
43,xy_qaoa_regularized_alpha_0.0,35,-8.496899710504891
43,xy_qaoa_regularized_alpha_0.0,36,-8.49654058259071
43,xy_qaoa_regularized_alpha_0.0,37,-8.497686086853566
43,xy_qaoa_regularized_alpha_0.0,38,-8.49851761687824
43,xy_qaoa_regularized_alpha_0.0,39,-8.498103849724178
43,xy_qaoa_regularized_alpha_0.0,40,-8.49709319895888
43,xy_qaoa_regularized_alpha_0.0,41,-8.49805126007755
43,xy_qaoa_regularized_alpha_0.0,42,-8.49932326365853
43,xy_qaoa_regularized_alpha_0.0,43,-8.499714306660673
43,xy_qaoa_regularized_alpha_0.0,44,-8.496804112813201
43,xy_qaoa_regularized_alpha_0.0,45,-8.498324447848592
43,xy_qaoa_regularized_alpha_0.0,46,-8.498518040263376
43,xy_qaoa_regularized_alpha_1.0,0,-8.49141845307438
43,xy_qaoa_regularized_alpha_1.0,1,-8.47707034141241
43,xy_qaoa_regularized_alpha_1.0,2,-8.46097821546616
43,xy_qaoa_regularized_alpha_1.0,3,-8.441833899264713
43,xy_qaoa_regularized_alpha_1.0,4,-8.42735504670792
43,xy_qaoa_regularized_alpha_1.0,5,-8.416892410817969
43,xy_qaoa_regularized_alpha_1.0,6,-8.411171738898155
43,xy_qaoa_regularized_alpha_1.0,7,-8.412021858337829
43,xy_qaoa_regularized_alpha_1.0,8,-8.414357586452219
43,xy_qaoa_regularized_alpha_1.0,9,-8.418234707961789
43,xy_qaoa_regularized_alpha_1.0,10,-8.4932833463987
43,xy_qaoa_regularized_alpha_1.0,11,-7.493048194782073
43,xy_qaoa_regularized_alpha_1.0,12,-7.49321781995279
43,xy_qaoa_regularized_alpha_1.0,13,-7.4330713754414095
43,xy_qaoa_regularized_alpha_1.0,14,-7.425592759457423
43,xy_qaoa_regularized_alpha_1.0,15,-7.409284567938508
43,xy_qaoa_regularized_alpha_1.0,16,-8.180709294069212
43,xy_qaoa_regularized_alpha_1.0,17,-8.424466713874462
43,xy_qaoa_regularized_alpha_1.0,18,-8.487507881726561
43,xy_qaoa_regularized_alpha_1.0,19,-8.478860967164987
43,xy_qaoa_regularized_alpha_1.0,20,-8.492755710387236
43,xy_qaoa_regularized_alpha_1.0,21,-8.478829966982994
43,xy_qaoa_regularized_alpha_1.0,22,-8.488489726311622
43,xy_qaoa_regularized_alpha_1.0,23,-8.488376748584747
43,xy_qaoa_regularized_alpha_1.0,24,-8.492523032218772
43,xy_qaoa_regularized_alpha_1.0,25,-8.494596276758372
43,xy_qaoa_regularized_alpha_1.0,26,-8.491889575808345
43,xy_qaoa_regularized_alpha_1.0,27,-8.495008220047032
43,xy_qaoa_regularized_alpha_1.0,28,-8.492965125538603
43,xy_qaoa_regularized_alpha_1.0,29,-8.492561948772513
43,xy_qaoa_regularized_alpha_1.0,30,-8.4926811906799
43,xy_qaoa_regularized_alpha_1.0,31,-8.492835499184851
43,xy_qaoa_regularized_alpha_1.0,32,-8.494469925971929
43,xy_qaoa_regularized_alpha_1.0,33,-8.492883198361866
43,xy_qaoa_regularized_alpha_1.0,34,-8.494559212055629
43,xy_qaoa_regularized_alpha_1.0,35,-8.492863904554286
43,xy_qaoa_regularized_alpha_1.0,36,-8.494550528013827
43,xy_qaoa_regularized_alpha_1.0,37,-8.496242758315482
43,xy_qaoa_regularized_alpha_1.0,38,-8.496433361957852
43,xy_qaoa_regularized_alpha_1.0,39,-8.49386956926455
43,xy_qaoa_regularized_alpha_1.0,40,-8.49398026911724
43,xy_qaoa_regularized_alpha_1.0,41,-8.494567798784733
43,xy_qaoa_regularized_alpha_1.0,42,-8.49503654818767
43,xy_qaoa_regularized_alpha_1.0,43,-8.494603460008204
43,xy_qaoa_regularized_alpha_1.0,44,-8.493180519654112
43,xy_qaoa_regularized_alpha_1.0,45,-8.495772213921619
43,xy_qaoa_regularized_alpha_1.0,46,-8.49345228353314
43,xy_qaoa_regularized_alpha_1.0,47,-8.495056724556035
43,xy_qaoa_regularized_alpha_1.0,48,-8.493848744763087
43,xy_qaoa_regularized_alpha_1.0,49,-8.494515537317042
44,xy_qaoa_normal,0,-8.495146289261193
44,xy_qaoa_normal,1,-8.481273350151774
44,xy_qaoa_normal,2,-8.46125513594692
44,xy_qaoa_normal,3,-8.443090323122432
44,xy_qaoa_normal,4,-8.42794780823797
44,xy_qaoa_normal,5,-8.416071424293506
44,xy_qaoa_normal,6,-8.411397563181653
44,xy_qaoa_normal,7,-8.411159557360845
44,xy_qaoa_normal,8,-8.415171717217302
44,xy_qaoa_normal,9,-8.416779956529512
44,xy_qaoa_normal,10,-8.34488337731444
44,xy_qaoa_normal,11,-8.347054480673977
44,xy_qaoa_normal,12,-8.344504956594138
44,xy_qaoa_normal,13,-8.413661153018534
44,xy_qaoa_normal,14,-8.48111741883574
44,xy_qaoa_normal,15,-8.33166577853412
44,xy_qaoa_normal,16,-8.490798378002726
44,xy_qaoa_normal,17,-8.454324403792564
44,xy_qaoa_normal,18,-8.49366421877041
44,xy_qaoa_normal,19,-8.484930834410232
44,xy_qaoa_normal,20,-8.49044762059751
44,xy_qaoa_normal,21,-8.494897707275285
44,xy_qaoa_normal,22,-8.494481351490226
44,xy_qaoa_normal,23,-8.494174381381152
44,xy_qaoa_normal,24,-8.49402301833285
44,xy_qaoa_normal,25,-8.496259569989002
44,xy_qaoa_normal,26,-8.493200079081436
44,xy_qaoa_normal,27,-8.493737400120862
44,xy_qaoa_normal,28,-8.495473388899413
44,xy_qaoa_normal,29,-8.492627107471668
44,xy_qaoa_normal,30,-8.492973737914774
44,xy_qaoa_normal,31,-8.493522157580808
44,xy_qaoa_normal,32,-8.495435859627111
44,xy_qaoa_normal,33,-8.494310303033227
44,xy_qaoa_normal,34,-8.495488608542175
44,xy_qaoa_normal,35,-8.494212766502782
44,xy_qaoa_normal,36,-8.495474488476248
44,xy_qaoa_normal,37,-8.4942067615569
44,xy_qaoa_normal,38,-8.49510709311936
44,xy_qaoa_normal,39,-8.493627102875871
44,xy_qaoa_normal,40,-8.492978103629358
44,xy_qaoa_normal,41,-8.49496167563918
44,xy_qaoa_normal,42,-8.493319741112781
44,xy_qaoa_normal,43,-8.495586215222637
44,xy_qaoa_normal,44,-8.493394871559088
44,xy_qaoa_normal,45,-8.493357306435804
44,xy_qaoa_normal,46,-8.49294864780856
44,xy_qaoa_normal,47,-8.49389438311801
44,xy_qaoa_normal,48,-8.494569355451286
44,xy_qaoa_normal,49,-8.494043649818558
44,xy_qaoa_normal,50,-8.495271434608904
44,xy_qaoa_regularized_alpha_0.1,0,-8.49139555249271
44,xy_qaoa_regularized_alpha_0.1,1,-8.478492720997393
44,xy_qaoa_regularized_alpha_0.1,2,-8.464108618925943
44,xy_qaoa_regularized_alpha_0.1,3,-8.445046997220091
44,xy_qaoa_regularized_alpha_0.1,4,-8.423082683972938
44,xy_qaoa_regularized_alpha_0.1,5,-8.416445356970206
44,xy_qaoa_regularized_alpha_0.1,6,-8.412310782588934
44,xy_qaoa_regularized_alpha_0.1,7,-8.410563309121097
44,xy_qaoa_regularized_alpha_0.1,8,-8.413471046428718
44,xy_qaoa_regularized_alpha_0.1,9,-8.415568472008237
44,xy_qaoa_regularized_alpha_0.1,10,-8.494123747671114
44,xy_qaoa_regularized_alpha_0.1,11,-8.394436218940752
44,xy_qaoa_regularized_alpha_0.1,12,-8.392833859345046
44,xy_qaoa_regularized_alpha_0.1,13,-8.332709000656262
44,xy_qaoa_regularized_alpha_0.1,14,-8.32254664823019
44,xy_qaoa_regularized_alpha_0.1,15,-8.283063681661487
44,xy_qaoa_regularized_alpha_0.1,16,-8.406756658597034
44,xy_qaoa_regularized_alpha_0.1,17,-8.49327559729051
44,xy_qaoa_regularized_alpha_0.1,18,-8.468114365236852
