N,K,Solver,p,seed,Feasibility Ratio (%),Optimization GAP (%),Sharpe Ratio In-Sample,Sharpe Ratio Out-of-Sample,Execution Time (s)
8,4,XY-QAOA Regularized,3.0,44,100.0,1.7821673134541618,1.7799951381294798,1.1785674301568636,0.8492696336252084
8,4,Gurobi,,45,100.0,0.0,1.7813055418857873,1.0607648653939188,0.014399685791435904
8,4,Simulated Annealing,,45,100.0,0.4577345188053946,1.7731518915351825,1.0559093784416511,0.04504858061403365
8,4,Standard QAOA,3.0,45,71.77443248944418,5.157242319840359,1.689439298633992,1.0060586508418259,0.6795239232707782
8,4,XY-QAOA,3.0,45,100.0,3.117731683479084,1.7257692146268453,1.0276930630983183,0.8112797932362206
8,4,XY-QAOA Regularized,3.0,45,100.0,1.83853255419091,1.7485556596086103,1.2027040792193513,0.8354307637132187
8,4,Gurobi,,46,100.0,0.0,1.7556960369006556,1.0809949305703561,0.016293309147451432
8,4,Simulated Annealing,,46,100.0,0.584604226572782,1.7454321636631636,1.0746753885172042,0.037298473194343325
8,4,Standard QAOA,3.0,46,73.94226945567868,4.55589135681178,1.6757084329036116,1.0317459759609278,0.6407831689809075
8,4,XY-QAOA,3.0,46,100.0,3.1922984330797513,1.6996489798250325,1.046486346340087,0.7820176421543279
8,4,XY-QAOA Regularized,3.0,46,100.0,2.230745939205507,1.7165309188527023,1.1362264619376794,0.8359720544013587
10,5,Gurobi,,42,100.0,0.0,1.7190641962929636,0.9891051543117431,0.02076554941539739
10,5,Simulated Annealing,,42,100.0,0.5914860456796585,1.7088961714556157,0.9832547353468909,0.04356430072415464
10,5,Standard QAOA,3.0,42,75.32166063523584,5.292712248816049,1.6280790750107548,0.9367546646558146,2.5854780128811843
10,5,XY-QAOA,3.0,42,100.0,3.8406327348508875,1.6530412540370347,0.9511172579731488,3.090310780581015
10,5,XY-QAOA Regularized,3.0,42,100.0,2.4928455789802597,1.6762105804758418,1.1677037761095432,3.290720827633563
10,5,Gurobi,,43,100.0,0.0,1.7752169815857797,1.0631740357228057,0.020867330958932704
10,5,Simulated Annealing,,43,100.0,0.5911334139000808,1.7647230808383978,1.0568892587497383,0.04510708684626662
10,5,Standard QAOA,3.0,43,70.10400103167781,5.962381402408017,1.6693717744233203,0.9997835447416383,2.5691739839439354
10,5,XY-QAOA,3.0,43,100.0,3.328221510469872,1.7161338281471277,1.0277892487721485,3.0787026079611124
10,5,XY-QAOA Regularized,3.0,43,100.0,1.825239911813344,1.7428150127165878,1.1751704203837638,3.315150421187819
10,5,Gurobi,,44,100.0,0.0,1.7816706066453667,1.033004745989949,0.020021355351585588
10,5,Simulated Annealing,,44,100.0,0.30128731685041743,1.7763026590794924,1.0298924337078184,0.04004991460577211
10,5,Standard QAOA,3.0,44,75.75683825344312,5.071281445153999,1.6913170757567975,0.9806181679790005,2.562011705665388
10,5,XY-QAOA,3.0,44,100.0,4.531826178184773,1.7009283916843885,0.9861907664892854,3.099442259797949
10,5,XY-QAOA Regularized,3.0,44,100.0,2.159020318838277,1.743203976233124,1.1810304029660412,3.2899409415563463
10,5,Gurobi,,45,100.0,0.0,1.7774912116403037,1.049970686185673,0.020197173419457447
10,5,Simulated Annealing,,45,100.0,0.5889661723874189,1.767022389686583,1.0437867140240553,0.04431575793082026
10,5,Standard QAOA,3.0,45,73.09760028907796,5.695298972724678,1.676257772923482,0.9901717164814301,2.586926554696777
10,5,XY-QAOA,3.0,45,100.0,4.8204086133150525,1.6918088721734763,0.9993578087914957,3.0793365478357826
10,5,XY-QAOA Regularized,3.0,45,100.0,2.244016627273624,1.7376040133027677,1.1616736255861313,3.2997072966339154
10,5,Gurobi,,46,100.0,0.0,1.746864658603661,1.0213724089409133,0.019936561828857804
10,5,Simulated Annealing,,46,100.0,0.41804776879540795,1.7395619298744929,1.0171025843742438,0.04379426934066385
10,5,Standard QAOA,3.0,46,71.74820510763705,5.249398097477918,1.6551647784494061,0.9677565051378046,2.5968446357000317
10,5,XY-QAOA,3.0,46,100.0,4.317549947871381,1.671442904446735,0.9772741450311122,3.0869946547785747
10,5,XY-QAOA Regularized,3.0,46,100.0,2.44176653615615,1.7042103019379382,1.187658672653793,3.2953102580144202
12,6,Gurobi,,42,100.0,0.0,1.7593292283867499,1.021559695957291,0.02880041842744452
12,6,Simulated Annealing,,42,100.0,0.46929432508632496,1.7510727961583459,1.0167655742767943,0.047778888839441966
12,6,Standard QAOA,3.0,42,69.28530239615438,4.4714343830126815,1.680661976358273,0.9758813244692569,10.246922571436496
12,6,XY-QAOA,3.0,42,100.0,5.376416604079602,1.664740359631339,0.9666363908432581,12.300728168755166
12,6,XY-QAOA Regularized,3.0,42,100.0,2.2745377473282846,1.7193126209873137,1.1247492822309095,13.130147910428564
12,6,Gurobi,,43,100.0,0.0,1.7680133883545144,1.0120710888961435,0.02721313821865389
12,6,Simulated Annealing,,43,100.0,0.5844866549396771,1.7576795860420356,1.0061556684430428,0.04694108375803312
12,6,Standard QAOA,3.0,43,69.69361833770671,4.497971241693882,1.6884886545970306,0.9665484223720968,10.26971890456749
12,6,XY-QAOA,3.0,43,100.0,5.030425520527419,1.6790747916603874,0.9611596065544322,12.299552898091155
12,6,XY-QAOA Regularized,3.0,43,100.0,2.951731910754496,1.7158263729840424,1.1442649866849754,13.1212346278589
12,6,Gurobi,,44,100.0,0.0,1.740813502158783,1.0278906544029984,0.027925787474817193
12,6,Simulated Annealing,,44,100.0,0.5468348859337727,1.731294126629933,1.0222697897154698,0.04745628128966192
12,6,Standard QAOA,3.0,44,69.73245850897948,5.320632596820082,1.6481912115130775,0.9732003691851652,10.27089821194567
12,6,XY-QAOA,3.0,44,100.0,4.747973012333191,1.6581601468812315,0.979086683535649,12.29740608346739
12,6,XY-QAOA Regularized,3.0,44,100.0,2.235961164055121,1.7018895883118847,1.1272989016275683,13.135344757744642
12,6,Gurobi,,45,100.0,0.0,1.715430695320676,1.0924253483557316,0.027718108952674694
12,6,Simulated Annealing,,45,100.0,0.6699452918898273,1.7039382481417422,1.0851066961670113,0.0468570156150662
12,6,Standard QAOA,3.0,45,67.56067039398243,6.157365396474067,1.609805359286506,1.0251607279737645,10.242246458984084
12,6,XY-QAOA,3.0,45,100.0,4.123663210323805,1.6446921108391355,1.0473774061653347,12.318230024666668
12,6,XY-QAOA Regularized,3.0,45,100.0,1.8838492998475993,1.6831145661775067,1.1539351058617588,13.125026736469874
12,6,Gurobi,,46,100.0,0.0,1.800155873363943,0.9707171369502384,0.026805779154797295
12,6,Simulated Annealing,,46,100.0,0.5870345580906267,1.7895883362877985,0.9650186918950326,0.04592482092131303
12,6,Standard QAOA,3.0,46,69.67307568581978,4.775130862936912,1.7141960746739697,0.92436412335191,10.26869720274443
12,6,XY-QAOA,3.0,46,100.0,3.9878239566398452,1.7283688261890764,0.9320066464117284,12.31550118466888
12,6,XY-QAOA Regularized,3.0,46,100.0,2.3626046520703996,1.7576253069553278,1.124552470298613,13.117073414192557
14,7,Gurobi,,42,100.0,0.0,1.7306309253244703,0.9549208566053539,0.034502175212759056
14,7,Simulated Annealing,,42,100.0,0.5140308587995749,1.721734948316374,0.9500122687252891,0.05739914950901896
14,7,Standard QAOA,3.0,42,65.22941488770809,6.254677187980726,1.6223855476300608,0.8951936396239887,40.96529703907244
14,7,XY-QAOA,3.0,42,100.0,5.285677794771968,1.639155350795138,0.9044468169301184,49.18186899219606
14,7,XY-QAOA Regularized,3.0,42,100.0,2.3814044634755556,1.689417603222505,1.154968872024938,52.46676241391956
14,7,Gurobi,,43,100.0,0.0,1.7450717392142447,0.9955496444830021,0.0350075378519641
14,7,Simulated Annealing,,43,100.0,0.43656170764246643,1.7374534242299449,0.9912034559546186,0.052752731900285996
14,7,Standard QAOA,3.0,43,63.680398384523116,6.172304939106372,1.6373605900637744,0.9341012846053218,40.97401935751334
14,7,XY-QAOA,3.0,43,100.0,4.433557191053682,1.667702985631266,0.9514113816295166,49.17318447271485
14,7,XY-QAOA Regularized,3.0,43,100.0,3.1284580379395113,1.690477902120986,1.1372530193217303,52.46175591016325
14,7,Gurobi,,44,100.0,0.0,1.7178585637708061,0.9592065592084318,0.034331682243026344
14,7,Simulated Annealing,,44,100.0,0.7262586675833139,1.7053824670545985,0.9522402384321529,0.05250355287849842
14,7,Standard QAOA,3.0,44,61.601678963678715,6.211704922936723,1.611150258795965,0.8996234781489497,41.01242749196684
14,7,XY-QAOA,3.0,44,100.0,4.945752700897781,1.6328975274555078,0.9117665748991921,49.16703402832343
14,7,XY-QAOA Regularized,3.0,44,100.0,2.4300190065993057,1.6761142741646817,1.1270190911190408,52.431644929357375
14,7,Gurobi,,45,100.0,0.0,1.6978116277352338,0.9755813357094965,0.034407261016089395
14,7,Simulated Annealing,,45,100.0,0.45246187561389134,1.690129677399992,0.9711672020998061,0.05214118258046109
14,7,Standard QAOA,3.0,45,62.10699217449851,5.213159946005254,1.6093019919995208,0.924722720275586,40.975389568890854
14,7,XY-QAOA,3.0,45,100.0,4.367903224887613,1.6236528588948695,0.9329688870856397,49.15867692900506
14,7,XY-QAOA Regularized,3.0,45,100.0,2.7280251037823806,1.6514949003156802,1.105689315018271,52.44302924588796
14,7,Gurobi,,46,100.0,0.0,1.6996702079429544,0.8929389090654762,0.03533089071153027
14,7,Simulated Annealing,,46,100.0,0.4354535940081828,1.6922689329361804,0.8890505744936531,0.04885804827395989
14,7,Standard QAOA,3.0,46,61.38851077276223,6.469460597346162,1.5897107135552533,0.8351705781851125,40.97481154603955
14,7,XY-QAOA,3.0,46,100.0,5.460756949969736,1.6068553489361446,0.8441776855296993,49.15299071520978
14,7,XY-QAOA Regularized,3.0,46,100.0,2.9340129540233866,1.6498016638662318,1.109846245957397,52.43310958615092
16,8,Gurobi,,42,100.0,0.0,1.7063230718769762,0.9116078283379787,0.042637189193815914
16,8,Simulated Annealing,,42,100.0,0.4266719096076645,1.6990426706421224,0.9077182538086761,0.05296822913462795
16,8,Standard QAOA,3.0,42,59.889270142461434,5.406903494474814,1.61406383007663,0.8623180728116666,163.84054420883606
16,8,XY-QAOA,3.0,42,100.0,5.248641103649437,1.6167642977653875,0.8637608051557456,196.66839746226515
16,8,XY-QAOA Regularized,3.0,42,100.0,3.647428738048375,1.6440861537893856,1.1467810886068794,209.7197506644163
16,8,Gurobi,,43,100.0,0.0,1.6780576241088663,0.9731634032385249,0.043087865579925014
16,8,Simulated Annealing,,43,100.0,0.7467246870803228,1.6655271535662117,0.9658965518609118,0.05618205482023301
16,8,Standard QAOA,3.0,43,54.408381880749396,6.855922758290459,1.5630112895603585,0.906444072000541,163.84709255559366
16,8,XY-QAOA,3.0,43,100.0,5.551286734744732,1.5849038338203383,0.9191403123271543,196.61807220908221
16,8,XY-QAOA Regularized,3.0,43,100.0,2.7384401219522663,1.6321050208607901,1.0978255723161685,209.74603202859743
16,8,Gurobi,,44,100.0,0.0,1.6288971210612542,0.9375320190736359,0.04382946031990269
16,8,Simulated Annealing,,44,100.0,0.5231701652711958,1.6203752173009003,0.9326271312599781,0.05931338848792679
16,8,Standard QAOA,3.0,44,56.11809814419266,6.358907919997595,1.5253170530214772,0.8779152212602491,163.85896776165777
16,8,XY-QAOA,3.0,44,100.0,5.92436619599559,1.5323952906535558,0.8819891890590025,196.63316206539116
16,8,XY-QAOA Regularized,3.0,44,100.0,2.9692606444871745,1.5805309199063977,1.0743982435099542,209.74445875929567
16,8,Gurobi,,45,100.0,0.0,1.7623438632713457,0.9499721422172459,0.04290577261706477
16,8,Simulated Annealing,,45,100.0,0.6281477438676509,1.751273740055017,0.9440049136385371,0.06154637404098275
16,8,Standard QAOA,3.0,45,56.7061229140291,6.819329539937032,1.6421638276080153,0.8851904113018526,163.87303658637686
16,8,XY-QAOA,3.0,45,100.0,5.129601312565739,1.671942649329057,0.9012423587410612,196.62273961299599
16,8,XY-QAOA Regularized,3.0,45,100.0,3.429761062045847,1.7018996796695107,1.1005326558489499,209.74227039196623
16,8,Gurobi,,46,100.0,0.0,1.6871996318242182,0.9356143698263402,0.042480702600515605
16,8,Simulated Annealing,,46,100.0,0.547492274691216,1.6779623441813618,0.9304919534306401,0.06039909497138442
16,8,Standard QAOA,3.0,46,56.74084240693803,7.4893932218090855,1.5608386169599875,0.8655425306302945,163.84999296530808
16,8,XY-QAOA,3.0,46,100.0,6.069228136857153,1.5847996370445925,0.8788297992403612,196.6138412252504
16,8,XY-QAOA Regularized,3.0,46,100.0,3.6953106689746726,1.6248523638225165,1.145124979749987,209.7159468557154
18,9,Gurobi,,42,100.0,0.0,1.7194502295689915,0.9281762363790753,0.050995256788636735
18,9,Simulated Annealing,,42,100.0,0.6078660307873397,1.7089982757071467,0.9225341683322865,0.05865369689122612
18,9,Standard QAOA,3.0,42,47.395276107352615,6.802737949029114,1.6024805362874335,0.8650348393130458,650.3104370815064
18,9,XY-QAOA,3.0,42,100.0,5.5052154726749585,1.6247907894858142,0.8770781346002423,795.216465697339
18,9,XY-QAOA Regularized,3.0,42,100.0,3.2649137845939156,1.6633116620045618,1.1136361562116825,783.4504881273123
18,9,Gurobi,,43,100.0,0.0,1.6611787215478349,0.8913968188700957,0.052134359049825024
18,9,Simulated Annealing,,43,100.0,0.45953597263017454,1.6535450077526446,0.8873005298285066,0.06471058975074767
18,9,Standard QAOA,3.0,43,51.561758526481846,7.0128057827119745,1.5446834841019474,0.8288848912094631,655.4174138685801
18,9,XY-QAOA,3.0,43,100.0,5.317038151943506,1.572853215151169,0.844000909925562,807.6686598099598
18,9,XY-QAOA Regularized,3.0,43,100.0,2.8953156119555397,1.613082354680377,1.1702559073307053,821.1207854802485
18,9,Gurobi,,44,100.0,0.0,1.6660546092679172,0.9094538516880486,0.0529302626263773
18,9,Simulated Annealing,,44,100.0,0.5106880174527587,1.6575462680141666,0.9048093798432152,0.05817053290646195
18,9,Standard QAOA,3.0,44,53.44072237852353,6.591076796038109,1.556243670507136,0.8495110498987628,637.7943443620368
18,9,XY-QAOA,3.0,44,100.0,5.932963981938537,1.567208189380625,0.855496282235044,790.0000353286895
18,9,XY-QAOA Regularized,3.0,44,100.0,3.3433035080434808,1.6103533470703428,1.1357238599170465,815.5359773801623
18,9,Gurobi,,45,100.0,0.0,1.6254632633999628,0.921713142291666,0.05115522414501566
18,9,Simulated Annealing,,45,100.0,0.6728457071659362,1.6145264036106168,0.9155114349813723,0.06649132687929114
18,9,Standard QAOA,3.0,45,54.8063842996679,6.8743874207252,1.5137226212922865,0.8583510099827967,647.7386803555312
18,9,XY-QAOA,3.0,45,100.0,5.496981157842374,1.536111854083217,0.8710467445305363,815.5435269693007
18,9,XY-QAOA Regularized,3.0,45,100.0,2.7829916105641024,1.5802267571467403,1.1281913415893408,852.0375139220314
18,9,Gurobi,,46,100.0,0.0,1.685838542646606,0.9291724055072806,0.05204879099382572
18,9,Simulated Annealing,,46,99.0,0.7158191826593827,1.6737709869696762,0.9225212111886819,0.06364051746624563
18,9,Standard QAOA,3.0,46,52.857658641622976,7.323148543501367,1.5623820819649965,0.8611277300267576,695.5689981031837
18,9,XY-QAOA,3.0,46,100.0,6.165517028167486,1.581897880232319,0.8718841226246958,689.6653147153662
18,9,XY-QAOA Regularized,3.0,46,100.0,3.3957077133757974,1.628592393218893,1.1168710191722004,861.0651812889195
20,10,Gurobi,,42,100.0,0.0,1.6351752768559737,0.8733439454957685,0.061518753196891415
20,10,Simulated Annealing,,42,100.0,0.666328832154426,1.6242796325300215,0.8675246029830552,0.06207572987415265
20,10,Standard QAOA,3.0,42,49.534656555511326,6.6454278729169385,1.52651088323674,0.8153065035153602,2587.853735704385
20,10,XY-QAOA,3.0,42,100.0,6.629895742034741,1.5267648608008948,0.8154421524400264,3004.677263442102
20,10,XY-QAOA Regularized,3.0,42,100.0,3.8024920785118446,1.5729978664837412,1.1155691878354523,3228.8627613049966
20,10,Gurobi,,43,100.0,0.0,1.6960125634030312,0.889342289973149,0.061539964343345285
20,10,Simulated Annealing,,43,100.0,0.5919064166321422,1.6859737562133614,0.8840782158929748,0.06059389028723874
20,10,Standard QAOA,3.0,43,54.339950602331356,8.973545392024358,1.5438201061716244,0.8095367558919396,2701.5434151349027
20,10,XY-QAOA,3.0,43,100.0,5.295199008697607,1.606205322958327,0.8422498458505623,3097.760274096474
20,10,XY-QAOA Regularized,3.0,43,100.0,3.290938753031801,1.6401978286977128,1.0845422557541085,3398.380854400445
20,10,Gurobi,,44,100.0,0.0,1.722448969117164,0.836436668721164,0.06171793673880779
20,10,Simulated Annealing,,44,100.0,0.5605657839247865,1.712793509550728,0.8317478909521129,0.06735330040912275
20,10,Standard QAOA,3.0,44,49.96204871359168,7.222238730443248,1.5980495925574636,0.7760272156771547,2362.521436466117
20,10,XY-QAOA,3.0,44,100.0,6.447909127988521,1.6113870248125144,0.7825039924088489,3232.9149305975134
20,10,XY-QAOA Regularized,3.0,44,100.0,3.1519260525824753,1.6681586513171218,1.1088139824701275,3323.905999005544
20,10,Gurobi,,45,100.0,0.0,1.6480315820997051,0.8714073373801583,0.06096182715902922
20,10,Simulated Annealing,,45,100.0,0.7600933303498317,1.6355050039621064,0.8647838283285526,0.06450222910102901
20,10,Standard QAOA,3.0,45,55.74557283163918,7.2762825811626834,1.5281161471593245,0.8080012770793923,2526.1145484841372
20,10,XY-QAOA,3.0,45,100.0,5.935164354972356,1.5502181990802364,0.8196878797053575,2953.3930341747955
20,10,XY-QAOA Regularized,3.0,45,100.0,3.561012968181489,1.589344963741408,1.116754613704347,3175.2077001706357
20,10,Gurobi,,46,100.0,0.0,1.678813795939247,0.8935469873439346,0.06056409735767306
20,10,Simulated Annealing,,46,100.0,0.7984442833290561,1.6654094031578306,0.8864125125046279,0.06407883496892422
20,10,Standard QAOA,3.0,46,51.07876060902918,8.320714394906583,1.5391244947568525,0.8191974945427537,2544.6665409678217
20,10,XY-QAOA,3.0,46,100.0,6.377305474881316,1.5717507118177507,0.8365627663994128,3222.227349388528
20,10,XY-QAOA Regularized,3.0,46,100.0,3.4036817594525957,1.6216723169916893,1.101589124179799,3804.3405077500142
25,12,Gurobi,,42,100.0,0.0,1.6135345392704068,0.7513567977334881,0.08645466655896891
25,12,Simulated Annealing,,42,100.0,0.8090961104547211,1.6004794940723264,0.7452775991073892,0.07087877588251164
25,12,Standard QAOA,3.0,42,42.709113898546846,7.955331585832379,1.485172516419513,0.6915838730810971,84463.18690852376
25,12,XY-QAOA,3.0,42,100.0,7.1997228940653155,1.4973645236429038,0.6972611903509541,100569.43110803903
25,12,XY-QAOA Regularized,3.0,42,100.0,3.4356549994630803,1.5580990592038995,1.0487621871705144,104090.34472307513
25,12,Gurobi,,43,100.0,0.0,1.6015463405139567,0.7283264115158016,0.0870529689793821
25,12,Simulated Annealing,,43,100.0,0.8508356195016494,1.5879198137860389,0.722129550980387,0.0793072830826361
25,12,Standard QAOA,3.0,43,37.13400098886199,9.724276390690267,1.4458075478373942,0.6575019382336088,87962.4819487396
25,12,XY-QAOA,3.0,43,100.0,6.793919433358285,1.4927385724515405,0.6788445019055485,99287.2163956268
25,12,XY-QAOA Regularized,3.0,43,100.0,4.369777915108049,1.5315623222259567,1.0825873050463724,101596.4538697915
25,12,Gurobi,,44,100.0,0.0,1.6410585692279922,0.7532151919951439,0.0870548610993733
25,12,Simulated Annealing,,44,100.0,0.6311983747415861,1.6307002342104677,0.7484609099449638,0.0751870526034672
25,12,Standard QAOA,3.0,44,38.81760117711638,8.601377853913151,1.4999049208846718,0.6884283072785642,85429.23868237178
25,12,XY-QAOA,3.0,44,100.0,6.95090218777877,1.5269901932367926,0.7008599407360713,92533.1317503954
25,12,XY-QAOA Regularized,3.0,44,100.0,4.333291695042189,1.5699467145368575,1.0917416335499548,110517.49742485388
25,12,Gurobi,,45,100.0,0.0,1.6333958961206576,0.8556365132249888,0.08848725026306259
25,12,Simulated Annealing,,45,100.0,0.6237847893467456,1.623207020970843,0.8502991828033944,0.07242010068935738
25,12,Standard QAOA,3.0,45,39.869144215669444,8.776457412141452,1.4900416009259618,0.7805419390390655,81244.93090933243
25,12,XY-QAOA,3.0,45,100.0,7.157286230707172,1.5164890765546777,0.7943961588790337,107020.7276037534
25,12,XY-QAOA Regularized,3.0,45,100.0,4.037342194993182,1.5674501143952912,1.1053594228011867,111163.63103923276
25,12,Gurobi,,46,100.0,0.0,1.60194865977282,0.8115624702868733,0.08793418415774075
25,12,Simulated Annealing,,46,100.0,0.7203278510704757,1.5904093774166261,0.8057165597845614,0.07453139235275982
25,12,Standard QAOA,3.0,46,39.97944566460265,9.351241124912915,1.452146577900153,0.7356713068110481,85655.11610845996
25,12,XY-QAOA,3.0,46,100.0,7.070992605059775,1.4886749885034298,0.7541769480274481,108658.11246415785
25,12,XY-QAOA Regularized,3.0,46,100.0,3.904979861089876,1.5393928872236924,1.0713527968539236,105187.82914285694
30,15,Gurobi,,42,100.0,0.0,1.5938953096366193,0.6492223663349279,0.11643661655962163
30,15,Simulated Annealing,,42,100.0,0.7735714978028833,1.5815653898164534,0.6442001671515994,0.08170365276304406
30,15,Standard QAOA,3.0,42,24.99739278123112,11.796964253799917,1.405864049715794,0.5726338358507226,2545646.154606997
30,15,XY-QAOA,3.0,42,100.0,7.779758093532092,1.469894110282736,0.5987144367449658,3089837.1695961305
30,15,XY-QAOA Regularized,3.0,42,100.0,4.554545378094107,1.5213006244799059,1.1004271466346356,3459705.5303489603
30,15,Gurobi,,43,100.0,0.0,1.5754380909709047,0.7172756336258205,0.1160758422522351
30,15,Simulated Annealing,,43,100.0,0.8601696439352872,1.5618866507533795,0.7111058463620267,0.08446683980692311
30,15,Standard QAOA,3.0,43,31.421466073438417,11.09415450442063,1.4006565550370977,0.6376999666088099,2906001.637129298
30,15,XY-QAOA,3.0,43,100.0,7.970477336273273,1.4498681549830523,0.6601053418090639,3230789.0816948
30,15,XY-QAOA Regularized,3.0,43,100.0,4.294736807708358,1.5077771713953194,1.0933770935888507,3181154.6449221126
30,15,Gurobi,,44,100.0,0.0,1.5583024652023734,0.7097243378971603,0.11603443362395806
30,15,Simulated Annealing,,44,100.0,0.8346042299580225,1.5452968069122541,0.703800948552029,0.08248348076119719
30,15,Standard QAOA,3.0,44,29.05463233940832,10.278364617959431,1.398134455978223,0.6367762826656916,2573875.195004001
30,15,XY-QAOA,3.0,44,100.0,7.488594284078194,1.4416075158645787,0.6565759616966816,3342074.8956464133
30,15,XY-QAOA Regularized,3.0,44,100.0,4.942787429674666,1.48127888683604,1.069863500635813,3541124.7658319254
30,15,Gurobi,,45,100.0,0.0,1.5528139524751656,0.7700384290722425,0.11791856167932135
30,15,Simulated Annealing,,45,100.0,0.8433925439926573,1.5397176353779123,0.763543982375569,0.0807511823021512
30,15,Standard QAOA,3.0,45,25.108266956777648,10.224591288704296,1.3940450723606048,0.6913051469336465,2513044.5034671016
30,15,XY-QAOA,3.0,45,100.0,7.735767024500582,1.4326918827877475,0.7104700502000897,3164737.7728701807
30,15,XY-QAOA Regularized,3.0,45,100.0,5.012135248168938,1.4749848170246727,1.1131071496454688,3520672.0157710053
30,15,Gurobi,,46,100.0,0.0,1.5639276732994214,0.6741101106116892,0.11595112589940361
30,15,Simulated Annealing,,46,99.0,0.8108146528955179,1.5512471185636216,0.6686443270581994,0.0864906574412408
